"osm_id"	"name"	"addr.city"	"addr.country"	"addr.housename"	"addr.housenumber"	"addr.postcode"	"addr.street"	"addr.suburb"	"brand"	"brand.wikidata"	"brand.wikipedia"	"contact.phone"	"contact.website"	"email"	"fax"	"note"	"old_name"	"opening_hours"	"operator"	"organic"	"payment.cash"	"payment.coins"	"payment.contactless"	"payment.credit_cards"	"payment.debit_cards"	"payment.girocard"	"payment.mastercard"	"payment.notes"	"payment.visa"	"phone"	"ref"	"shop"	"source"	"source.date"	"toilets.wheelchair"	"website"	"wheelchair"	"building"	"building.colour"	"building.height"	"building.levels"	"building.part"	"contact.email"	"contact.mobile"	"height"	"internet_access"	"roof.colour"	"roof.levels"	"roof.shape"	"geometry"
2338034896	"Naturkost Faubel"	"Hann. Münden"	"DE"	NA	"4"	"34346"	"Markt"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 08:00-18:30; Sa 08:00-16:00"	NA	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"http://www.naturkost-faubel.de"	"limited"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.6514968, 51.4178707)"
2456408906	"Edeka, 34260 Kaufungen"	"Kaufungen"	NA	NA	"5"	"34260"	"Am Stechkopf"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5605 2686"	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.6293629, 51.2867795)"
2603686073	"Rewe, 34123 Kassel, Görlitzer Straße 39"	"Kassel"	"DE"	NA	"39"	"34123"	"Görlitzer Straße"	"Waldau"	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"Daniel Bänsch"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5192194, 51.2910234)"
2603689469	"Netto, 34123 Kassel"	"Kassel"	"DE"	NA	"76"	"34123"	"Kasseler Straße"	"Waldau"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	"yes"	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5286589, 51.2871697)"
2603689470	"Penny-Markt"	"Kassel"	"DE"	NA	"72"	"34123"	"Kasseler Straße"	"Waldau"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	"yes"	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5272925, 51.2871031)"
2638543617	"Safran Markt"	"Kassel"	NA	NA	"22a"	"34117"	"Grüner Weg "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4925282, 51.3202896)"
2663510493	"Wefa Multikulti Markt"	"Kassel"	"DE"	NA	"39"	"34125"	"Weserstraße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5124034, 51.3231345)"
2663611761	"Mix Markt, 34127 Kassel"	"Kassel"	"DE"	NA	"41-43"	"34127"	"Holländische Straße"	"Nord (Holland)"	"Mix Markt"	"Q327854"	"de:Mix Markt"	NA	NA	"mixmarkt32@monolith-gruppe.com"	"+49 561 4754918"	NA	NA	"Mo-Fr 09:00-19:00; Sa 08:00-15:00"	"Andreas Töws"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 4754917"	NA	"supermarket"	NA	NA	NA	"https://www.mixmarkt.eu/de/germany/maerkte/32/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5007769, 51.3236295)"
2864284982	"Aldi Nord, 34277 Fuldabrück"	"Fuldabrück"	NA	NA	"40-44"	"34277"	"Ostring"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Fr 08:00-20:00; Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"http://www.aldi-nord.de/"	"2015-12-14"	NA	"https://www.aldi-nord.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4998289, 51.2723198)"
2864288614	"Rewe, 34277 Fuldabrück"	"Fuldabrück"	NA	NA	"40"	"34277"	"Ostring"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 5854638"	NA	"supermarket"	"https://www.rewe.de/"	"2015-12-14"	NA	"https://www.rewe.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5000728, 51.2721873)"
3047999112	"Rhönmarkt"	"Kassel"	NA	NA	"2"	"34134"	"Rhönplatz"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 09:00-19:00; Sa 09:00-18:00; PH off"	"kauver"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4522894, 51.2954032)"
3120534744	"Wefa - Internationale Lebensmittel"	"Kassel"	NA	NA	"26"	"34123"	"Ochshäuser Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5332693, 51.2940539)"
3215314743	"denn's Biomarkt, 34117 Kassel"	"Kassel"	NA	NA	"53"	"34117"	"Königsplatz"	NA	"denn's Biomarkt"	"Q48883773"	"de:Dennree"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 70161874"	NA	"supermarket"	NA	NA	"yes"	"https://www.denns-biomarkt.de/"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4969945, 51.3154745)"
3393859726	"Selam Market"	"Kassel"	NA	NA	"12"	"34117"	"Jägerstraße "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49975, 51.3195599)"
3448334394	"Edeka Todenhöfer, 34131 Kassel, Hunrodstraße 1"	"Kassel"	NA	NA	"1"	"34131"	"Hunrodstraße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:30-20:00; PH off"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 37033"	NA	"supermarket"	NA	NA	NA	"https://www.edekatodenhoefer.de/"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4233157, 51.3086409)"
3483662579	"Edeka Supermarkt"	"Gudensberg"	NA	NA	""	"34281"	"Bahnhofstraße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.3671662, 51.1791124)"
3622145992	"Nahkauf, 34128 Kassel"	"Kassel"	NA	NA	"79"	"34128"	"Ahnatalstraße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"Tarhan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4327861, 51.3333879)"
3744413674	"Netto Marken-Discount, 34281 Gudensberg"	"Gudensberg"	NA	NA	"19"	"34281"	"Freiheit"	NA	"Netto Marken-Discount"	"Q879858"	"de:Netto Marken-Discount"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-20:00"	NA	NA	"yes"	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	5602	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.3710949, 51.1803988)"
3827708933	"Edeka Rommel"	"Ahnatal"	NA	NA	"13"	"34292"	"Hauptstraße"	"Heckershausen"	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	"Lothar Rommel"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4258867, 51.3654747)"
4253028929	"Schmackes"	"Kassel"	NA	NA	"51"	"34117"	"Erzbergerstraße "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-We,Fr 09:30-19:00, Th 09:30-12:00,15:00-19:00, Sa 09:00-15:00"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 70555464"	NA	"supermarket"	NA	NA	NA	"https://www.schmackeskassel.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4932557, 51.3225651)"
4361801370	"Naturkost Quer Beet"	"Kassel"	NA	NA	"211"	"34132"	"Korbacher Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 09:00-18:00; Sa 08:30-13:00"	"Martin Sulzbacher"	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 404702"	NA	"supermarket"	NA	NA	NA	"http://www.querbeet-kassel.de"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4331748, 51.2815692)"
4531393904	"Rewe, 34117 Kassel, Kurt-Schumacher-Straße  2"	"Kassel"	NA	NA	"2"	"34117"	"Kurt-Schumacher-Straße "	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	"Eröffnung 8.12.16"	NA	"Mo-Sa 07:30-22:00"	"Rewe Groß oHG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4983494, 51.3175014)"
4644893691	"Dorfladen"	"Fuldatal"	NA	NA	"17"	"34233"	"Kasseler Straße"	"Simmershausen"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 07:00-18:00; Sa 07:00-13:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5183454, 51.3701065)"
4703228465	"Herkules Ecenter Vellmar"	"Vellmar"	"DE"	NA	"7"	"34246"	"Lange Wender"	NA	NA	NA	NA	"+49 561 5746115"	"http://www.herkulesmarkt.de"	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.461977, 51.3545807)"
4791843916	"Rewe, 34134 Kassel, Frankfurter Straße 225"	"Kassel"	NA	NA	"225"	"34134"	"Frankfurter Straße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.rewe.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4747964, 51.2866275)"
5028023241	"Lidl Sonderverkauf"	"Kassel"	"DE"	NA	"10c"	"34125"	"Fuldatalstraße"	NA	"Lidl"	NA	NA	NA	NA	NA	NA	NA	NA	"Fr,Sa 10:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5171969, 51.3252555)"
5197680373	"Lidl, 34117 Kassel"	"Kassel"	NA	NA	"39"	"34117"	"Obere Königsstraße "	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4946995, 51.3147102)"
5209991533	"ALDI Baunatal"	"Baunatal"	NA	NA	""	"34225"	"Johann-Siegmund-Schuckert-Straße"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	"Wiedereröffnung 21.11.2018"	NA	"Mo-Sa 08:00-21:00; PH off"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4110721, 51.255112)"
5467684575	"Mix Markt, 34132 Kassel"	"Kassel"	NA	NA	"55-57"	"34132"	"Heinrich-Plett-Straße"	NA	"Mix Markt"	"Q327854"	"de:Mix Markt"	NA	NA	NA	NA	NA	NA	"Mo-Fr 09:00-19:00; Sa 09:00-15:00"	NA	NA	"yes"	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.mixmarkt.eu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4457689, 51.2799007)"
5584950505	"Penny, 34346 Hann. Münden, Wilhelmshäuser Straße 43"	"Hann. Münden"	NA	NA	"43"	"34346"	"Wilhelmshäuser Straße"	NA	"Penny"	"Q284688"	"en:Penny (supermarket)"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	NA	NA	NA	"yes"	"yes"	NA	NA	"yes"	"yes"	"yes"	"yes"	NA	NA	"supermarket"	NA	NA	NA	"https://www.penny.de/"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.6439913, 51.4108351)"
5649492452	"Aldi Nord, 34346 Hann. Münden"	"Hann. Münden"	NA	NA	"27"	"34346"	"Göttinger Straße"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	"ALDI GmbH & Co. KG, 34346 Hann. Münden"	NA	NA	"yes"	"yes"	NA	NA	"yes"	"yes"	"yes"	"yes"	"+49 800 7234870"	10015	"supermarket"	NA	NA	NA	"https://www.aldi-nord.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.6464554, 51.4289577)"
5689478321	"Kaufhaus Schminke"	"Baunatal"	NA	NA	""	"34225"	"Niedensteiner Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.387873, 51.2474797)"
5753194770	"Netto Marken-Discount, 34225 Baunatal"	"Baunatal"	NA	NA	"50"	"34225"	"Knallhütter Straße"	NA	"Netto Marken-Discount"	"Q879858"	"en:Netto Marken-Discount"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.netto-online.de/"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4491496, 51.2585357)"
5824769476	"Aldi, 34134 Kassel"	"Kassel"	NA	NA	"84"	"34134"	"Glockenbruchweg"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4575079, 51.2919012)"
27597473	"Edeka Schmoll"	"Niestetal"	NA	NA	"15"	"34266"	"Witzenhäuser Straße "	NA	"Edeka"	NA	NA	NA	NA	NA	"+49 561 529295"	NA	NA	"Mo-Sa 07:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 527755"	NA	"supermarket"	NA	NA	NA	NA	"limited"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.57762675432115, 51.3086292018289)"
27989964	"Fuldabrücker Landbrauerei"	"Fuldabrück"	NA	NA	"2a"	"34277"	"Rundstraße"	"Dörnhagen"	NA	NA	NA	NA	NA	"info@fuldabruecker-landbrauerei.de"	"+49 5665 922243"	NA	NA	NA	"Daniel Hess"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5665 30088"	NA	"supermarket"	"http://www.fuldabruecker-landbrauerei.de/"	"2015-12-14"	"no"	"http://www.fuldabruecker-landbrauerei.de/"	"no"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5014131, 51.2280463)"
38072293	"Tegut, 34131 Kassel, Ludwig-Erhard-Straße 11"	"Kassel"	"DE"	NA	"11"	"34131"	"Ludwig-Erhard-Straße"	NA	"Tegut"	"Q1547993"	"en:Tegut"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.tegut.com/"	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44344459061728, 51.3053157192442)"
38186141	"Rewe, 34123 Kassel, Heiligenröder Straße 84-86"	"Kassel"	"DE"	NA	"84-86"	"34123"	"Heiligenröder Straße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"Tietz"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	"no"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54394270973941, 51.3059632672821)"
86504265	"Lidl, 34127 Kassel, Wolfhager Straße 201"	"Kassel"	"DE"	NA	"201"	"34127"	"Wolfhager Straße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	"Lidl"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46896796757267, 51.3241647556612)"
87315536	"HIT"	"Hann. Münden"	"DE"	NA	"9"	"34346"	"Auefeld"	NA	"HIT"	"Q1548713"	"de:HIT Handelsgruppe"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	"yes"	NA	NA	"yes"	"yes"	NA	"yes"	"+49 5541 91200"	NA	"supermarket"	"https://www.hit.de/hannm%C3%BCnden"	NA	NA	"https://www.hit.de/hannm%C3%BCnden"	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.64475109552308, 51.4316194193542)"
88021526	"Real"	"Kassel"	"DE"	NA	"40-42"	"34125"	"Franzgraben"	NA	"Real"	"Q698473"	"en:Real (hypermarket)"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"Real"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"Bing"	NA	NA	"https://www.real.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	"wlan"	NA	NA	NA	"c(9.51817665612633, 51.3210287859749)"
88432937	"Edeka Neukauf Führus"	"Kassel"	"DE"	NA	"64"	"34130"	"Harleshäuser Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44455758874215, 51.326484691856)"
88545344	"Rewe, 34260 Kaufungen, Hessenring 2"	"Kaufungen"	"DE"	NA	"2"	"34260"	"Hessenring"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"REWE Kathrin Balcke oHG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5605 92470"	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.61784512747035, 51.2809786731349)"
89023094	"Rewe, 34355 Staufenberg"	"Staufenberg"	"DE"	NA	"45"	"34355"	"Hannoversche Straße"	"Landwehrhagen"	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	NA	"Rewe Group"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5926421, 51.35674795)"
108250347	"Rewe, 34233 Fuldatal, Reinhardswaldstraße 2"	"Fuldatal"	"DE"	NA	"2"	"34233"	"Reinhardswaldstraße"	"Rothwesten"	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	NA	"REWE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5607 93430"	NA	"supermarket"	"http://www.rewe.de/"	"2015-12-15"	NA	"http://www.rewe.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.52364248985317, 51.3868230794207)"
121757786	"Edeka, 34270 Schauenburg"	"Schauenburg"	"DE"	NA	"8"	"34270"	"Großenritter Straße"	"Elgershausen"	"Edeka"	"Q701755"	"de:Edeka"	"+49 5601 1723"	"https://www.edeka.de/eh/hessenring/eh-sch%C3%A4fer-ohg-gro%C3%9Fenritter-stra%C3%9Fe-8/index.jsp"	NA	NA	NA	NA	"Mo-Fr 08:00-20:00; Sa 07:00-19:00"	"EH-Schäfer oHG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5601 1723"	NA	"supermarket"	"http://edeka.de/"	"2018-01-30"	NA	"https://www.edeka.de/"	"yes"	"yes"	NA	NA	NA	NA	"neukauf-schaefer@t-online.de"	NA	NA	NA	NA	NA	NA	"c(9.37725187783844, 51.2714896890551)"
125501697	"Edeka, 34225 Baunatal, Rostocker Straße 1"	"Baunatal"	"DE"	"E neukauf Hadwiger"	"1"	"34225"	"Rostocker Straße"	"Großenritte"	"Edeka"	"Q701755"	"en:Edeka"	NA	NA	NA	"+49 5601 965271"	NA	NA	"Mo-Sa 08:00-19:00"	"Matthias Hadwiger"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5601 965270"	NA	"supermarket"	"http://www.edeka.de/"	"2015-12-22"	NA	"http://www.edeka.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.39314180978218, 51.2558715508791)"
126623823	"Lidl, 34132 Kassel"	"Kassel"	NA	NA	"77"	"34132"	"Brückenhofstraße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.lidl.de/"	"yes"	"commercial"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"gabled"	"c(9.44196251218313, 51.2826522340772)"
126623827	"Edeka Korschan KG"	"Kassel"	NA	NA	"94"	"34132"	"Brückenhofstraße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 07:00-20:00; Sa 07:00-19:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"commercial"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"gabled"	"c(9.44258621412996, 51.2837983516081)"
126775529	"Aldi Nord, 34132 Kassel"	"Kassel"	"DE"	NA	"62"	"34132"	"Mattenbergstraße"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	"ALDI GmbH & Co. KG, 34346 Hann. Münden"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.43955408252454, 51.2750871498923)"
127227242	"Edeka, 34379 Calden"	"Calden"	NA	NA	""	"34379"	"Berliner Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"Bing"	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.39513841154225, 51.411052644679)"
139667094	"Tegut, 34121 Kassel, Frankfurter Straße 86"	"Kassel"	"DE"	NA	"86"	"34121"	"Frankfurter Straße"	NA	"Tegut"	"Q1547993"	"en:Tegut"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.tegut.com/"	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	"c(9.48379793501082, 51.3041999350632)"
145078918	"Edeka Neukauf, 34277 Fuldabrück"	"Fuldabrück"	NA	NA	"30"	"34277"	"Glockenhofsweg"	"Dörnhagen"	"Edeka"	NA	NA	NA	NA	NA	"+49 5665 922946"	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5665 2643"	NA	"supermarket"	"http://www.neukauf-hofmann.de/html/filialen1.html"	"2015-12-14"	NA	"http://www.neukauf-hofmann.de/html/filialen1.html"	NA	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49842376829734, 51.2299122493039)"
